make,model,price,year,mileage,engine,extCol,intCol,trans,dtype,mpgCity,mpgHw,condition
Honda,Pilot,6999.0,2013,192393,6 Cyl,Silver,Black,Automatic,FWD,18,25,Used
Honda,Ridgeline,32995.0,2017,41748,6 Cyl,Black,Black,Automatic,AWD,18,25,Used
Honda,CR-V,14688.0,2016,68680,4 Cyl,Red,Black,Automatic,FWD,26,32,Used
Honda,CR-V,28288.0,2018,7171,4 Cyl,White,Black,Automatic,AWD,27,33,Used
Honda,Pilot,11999.0,2008,54467,6 Cyl,Red,Tan,Automatic,4WD,15,20,Used
Honda,CR-V,26991.0,2018,17174,4 Cyl,Red,White,Automatic,FWD,28,34,Used
Honda,Ridgeline,18988.0,2014,118699,6 Cyl,White,Black,Automatic,4WD,16,21,Used
Honda,Fit,14490.0,2016,31950,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Civic,14991.0,2016,45457,4 Cyl,Burgundy,White,Automatic,FWD,30,40,Used
Honda,Civic,19991.0,2018,14449,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,17991.0,2018,16792,4 Cyl,Black,Black,Automatic,FWD,31,40,Used
Honda,Civic,17991.0,2018,19584,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Accord,20991.0,2017,22643,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,Accord,17991.0,2017,16626,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Civic,18992.0,2017,54099,4 Cyl,Silver,Black,Manual,FWD,28,38,Used
Honda,Odyssey,14750.0,2012,117067,6 Cyl,Silver,Gray,Automatic,FWD,18,27,Used
Honda,Accord,19655.0,2017,31891,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,HR-V,16955.0,2016,49745,4 Cyl,White,Black,Automatic,FWD,28,34,Used
Honda,Ridgeline,10998.0,2007,149000,6 Cyl,White,Tan,Automatic,4WD,15,20,Used
Honda,CR-V,8955.0,2008,127275,4 Cyl,Black,Black,Automatic,4WD,20,26,Used
Honda,CR-V,20551.0,2016,35732,4 Cyl,Brown,Black,Automatic,AWD,25,31,Used
Honda,Fit,14281.0,2017,29310,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Accord,17555.0,2016,39206,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,CR-V,19998.0,2018,38000,4 Cyl,White,Tan,Automatic,FWD,26,32,Used
Honda,Pilot,26918.0,2016,36553,6 Cyl,Black,Black,Automatic,AWD,18,25,Used
Honda,Civic,23499.0,2017,52932,4 Cyl,Red,Unspecified,Automatic,FWD,31,40,Used
Honda,CR-V,23546.0,2017,29312,4 Cyl,Red,White,Automatic,AWD,27,33,Used
Honda,Odyssey,16997.0,2015,70717,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,Accord,15499.0,2017,53785,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,15995.0,2015,42628,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Civic,14995.0,2016,29356,4 Cyl,Gray,Black,Automatic,FWD,30,40,Used
Honda,Odyssey,15597.0,2014,62000,6 Cyl,Silver,Gray,Automatic,FWD,19,27,Used
Honda,CR-V,18991.0,2016,23630,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Pilot,34218.0,2017,35015,6 Cyl,Black,Unspecified,Automatic,AWD,18,26,Used
Honda,CR-V,18991.0,2016,23630,4 Cyl,Black,Black,Automatic,FWD,26,32,Used
Honda,Civic,15891.0,2017,45387,4 Cyl,White,Unspecified,Automatic,FWD,30,39,Used
Honda,Pilot,15490.0,2013,92098,6 Cyl,Unspecified,Unspecified,Automatic,FWD,18,25,Used
Honda,Accord,16777.0,2017,83319,6 Cyl,Black,Black,Automatic,FWD,21,32,Used
Honda,Accord,17288.0,2016,36017,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,CR-V,22842.0,2018,10485,4 Cyl,Silver,Gray,Automatic,AWD,25,31,Used
Honda,Civic,14500.0,2016,58149,4 Cyl,Gray,Unspecified,Automatic,FWD,30,40,Used
Honda,Civic,12998.0,2017,46929,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Accord,14594.0,2017,39420,4 Cyl,Gray,Gray,Automatic,FWD,26,34,Used
Honda,Civic,16500.0,2016,18858,4 Cyl,Brown,Unspecified,Automatic,FWD,30,40,Used
Honda,Accord,20999.0,2019,9093,4 Cyl,White,Black,Automatic,FWD,29,35,Used
Honda,Civic,18988.0,2017,36885,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,Accord,19399.0,2017,31838,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Civic,17388.0,2017,34938,4 Cyl,Black,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,19994.0,2018,20538,4 Cyl,Green,Black,Manual,FWD,28,38,Used
Honda,Passport,29994.0,2019,2522,6 Cyl,Blue,Gray,Automatic,FWD,20,25,Used
Honda,Pilot,18981.0,2016,36028,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,CR-V,23991.0,2017,41277,4 Cyl,Red,White,Automatic,FWD,28,34,Used
Honda,Odyssey,21981.0,2016,29618,6 Cyl,Gray,Gray,Automatic,FWD,19,27,Used
Honda,CR-V,16685.0,2014,64655,4 Cyl,Red,Gray,Automatic,AWD,22,29,Used
Honda,Civic,17988.0,2019,15915,4 Cyl,Black,Black,Automatic,FWD,29,37,Used
Honda,HR-V,14981.0,2017,50516,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Fit,13988.0,2016,37241,4 Cyl,Silver,Black,Automatic,FWD,32,37,Used
Honda,CR-V,15500.0,2014,37326,4 Cyl,Silver,Gray,Automatic,FWD,23,30,Used
Honda,CR-V,24491.0,2018,9441,4 Cyl,Red,Gray,Automatic,FWD,28,34,Used
Honda,Civic,10998.0,2015,82835,4 Cyl,Brown,Gray,Automatic,FWD,29,37,Used
Honda,CR-V,20718.0,2016,37235,4 Cyl,Gray,Unspecified,Automatic,FWD,26,32,Used
Honda,Accord,18998.0,2017,16000,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Accord,7998.0,2012,121119,6 Cyl,Gray,Black,Automatic,FWD,19,29,Used
Honda,Pilot,8970.0,2011,146958,6 Cyl,Beige,Tan,Automatic,FWD,17,23,Used
Honda,Civic,6995.0,2009,85228,4 Cyl,Black,Gray,Automatic,FWD,25,36,Used
Honda,Accord,18995.0,2017,52544,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,CR-V,16488.0,2013,38818,4 Cyl,Unspecified,Unspecified,Automatic,AWD,22,29,Used
Honda,Civic,17599.0,2016,37741,4 Cyl,Blue,Unspecified,Automatic,FWD,30,40,Used
Honda,Civic,20890.0,2018,7612,4 Cyl,Red,Black,Automatic,FWD,32,42,Used
Honda,Accord,19175.0,2017,17892,4 Cyl,White,White,Automatic,FWD,26,34,Used
Honda,Pilot,32000.0,2017,32228,6 Cyl,Blue,Gray,Automatic,FWD,19,27,Used
Honda,Accord,18105.0,2017,29937,4 Cyl,Red,Unspecified,Automatic,FWD,26,34,Used
Honda,Civic,16905.0,2016,40281,4 Cyl,Blue,Gray,Automatic,FWD,30,40,Used
Honda,Accord,13743.0,2015,46523,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,Accord,9495.0,2013,110610,4 Cyl,Black,Tan,Automatic,FWD,26,34,Used
Honda,Accord,3999.0,2006,241792,4 Cyl,Gray,Gray,Automatic,FWD,21,31,Used
Honda,Civic,16827.0,2017,33520,4 Cyl,White,Tan,Automatic,FWD,31,40,Used
Honda,Pilot,16991.0,2011,73259,6 Cyl,Gray,Black,Automatic,FWD,17,23,Used
Honda,Accord,12990.0,2012,57641,6 Cyl,Gray,Gray,Automatic,FWD,20,30,Used
Honda,CR-V,18466.0,2016,40035,4 Cyl,Brown,Tan,Automatic,FWD,26,32,Used
Honda,Accord,5490.0,2004,144146,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,CR-V,16981.0,2016,45354,4 Cyl,Silver,Gray,Automatic,FWD,26,32,Used
Honda,Pilot,26981.0,2016,49417,6 Cyl,Black,Black,Automatic,AWD,18,25,Used
Honda,Pilot,30900.0,2018,22197,6 Cyl,White,Unspecified,Automatic,FWD,19,27,Used
Honda,Accord,17900.0,2018,59263,4 Cyl,Black,Unspecified,Automatic,FWD,29,35,Used
Honda,Odyssey,24900.0,2016,32239,6 Cyl,Gray,Unspecified,Automatic,FWD,19,27,Used
Honda,Civic,13708.0,2017,51239,4 Cyl,Gray,Gray,Automatic,FWD,31,40,Used
Honda,CR-V,18491.0,2016,21641,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,Pilot,29533.0,2018,3815,6 Cyl,Blue,Gray,Automatic,FWD,19,27,Used
Honda,Civic,14481.0,2016,48416,4 Cyl,Black,Gray,Automatic,FWD,30,40,Used
Honda,Civic,19922.0,2018,28463,4 Cyl,Blue,Unspecified,Manual,FWD,29,38,Used
Honda,Civic,16900.0,2016,52031,4 Cyl,White,Unspecified,Automatic,FWD,30,40,Used
Honda,Fit,7733.0,2011,97540,4 Cyl,White,Gray,Automatic,FWD,27,33,Used
Honda,Civic,19900.0,2018,17985,4 Cyl,Black,Unspecified,Automatic,FWD,31,40,Used
Honda,Fit,10990.0,2015,77028,4 Cyl,Gray,Black,Automatic,FWD,32,37,Used
Honda,CR-V,14999.0,2013,72935,4 Cyl,Gray,Gray,Automatic,FWD,23,30,Used
Honda,CR-V,25688.0,2017,25913,4 Cyl,Gray,Gray,Automatic,AWD,27,33,Used
Honda,Civic,19995.0,2017,14776,4 Cyl,Burgundy,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,21987.0,2018,27321,4 Cyl,Black,Black,Automatic,FWD,29,35,Used
Honda,CR-V,21633.0,2016,43541,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,Pilot,11373.0,2011,162499,6 Cyl,White,Black,Automatic,4WD,16,22,Used
Honda,Accord,17988.0,2016,5726,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,Civic,20500.0,2018,25082,4 Cyl,Blue,Black,Manual,FWD,28,38,Used
Honda,Fit,13998.0,2015,50324,4 Cyl,Silver,Gray,Automatic,FWD,32,37,Used
Honda,HR-V,17585.0,2017,43581,4 Cyl,White,Unspecified,Automatic,FWD,28,34,Used
Honda,Accord,11990.0,2017,129899,4 Cyl,Silver,Black,Automatic,FWD,26,34,Used
Honda,Pilot,18800.0,2016,94994,6 Cyl,Green,Tan,Automatic,FWD,19,27,Used
Honda,Ridgeline,11900.0,2009,128378,6 Cyl,Red,Gray,Automatic,4WD,15,20,Used
Honda,Accord,6750.0,2008,138990,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,Civic,19695.0,2017,34510,4 Cyl,Unspecified,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,13995.0,2017,42885,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Civic,19481.0,2018,33116,4 Cyl,Blue,Black,Automatic,FWD,32,42,Used
Honda,Fit,5000.0,2008,129951,4 Cyl,Orange,Black,Automatic,FWD,27,33,Used
Honda,Accord,21981.0,2016,27631,6 Cyl,Gray,Gray,Automatic,FWD,21,33,Used
Honda,Pilot,12997.0,2010,130000,6 Cyl,Blue,Black,Automatic,4WD,16,22,Used
Honda,Accord,16300.0,2016,60620,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Accord,11981.0,2012,49286,4 Cyl,Red,Tan,Automatic,FWD,22,33,Used
Honda,Odyssey,25991.0,2017,33739,6 Cyl,White,Brown,Automatic,FWD,19,27,Used
Honda,Civic,16481.0,2018,14586,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Clarity,25998.0,2018,17514,4 Cyl,Silver,Black,Automatic,FWD,44,40,Used
Honda,Accord,17641.0,2015,58098,6 Cyl,Silver,Gray,Automatic,FWD,21,31,Used
Honda,Accord,18597.0,2017,37000,4 Cyl,White,Black,Automatic,FWD,26,34,Used
Honda,Civic,17777.0,2015,47187,4 Cyl,White,Black,Manual,FWD,22,31,Used
Honda,Ridgeline,10685.0,2006,131520,6 Cyl,Blue,Gray,Automatic,4WD,15,20,Used
Honda,Fit,15615.0,2016,19996,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,Civic,22749.0,2018,14781,4 Cyl,Blue,Black,Manual,FWD,28,38,Used
Honda,Civic,17641.0,2018,26995,4 Cyl,Blue,Black,Automatic,FWD,31,40,Used
Honda,Accord,21884.0,2017,28413,4 Cyl,Beige,White,Automatic,FWD,26,34,Used
Honda,CR-V,24998.0,2019,8485,4 Cyl,Blue,Gray,Automatic,AWD,25,31,Used
Honda,Pilot,11871.0,2009,121747,6 Cyl,Blue,Blue,Automatic,FWD,17,23,Used
Honda,Fit,17916.0,2018,21234,4 Cyl,White,Black,Automatic,FWD,31,36,Used
Honda,Accord,20981.0,2017,22946,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,CR-V,31500.0,2018,22719,4 Cyl,Gray,Gray,Automatic,AWD,27,33,Used
Honda,Civic,21011.0,2019,7504,4 Cyl,Silver,Black,Automatic,FWD,29,36,Used
Honda,Accord,23500.0,2018,18619,4 Cyl,White,Black,Automatic,FWD,29,35,Used
Honda,CR-V,19514.0,2015,29512,4 Cyl,Silver,Black,Automatic,FWD,27,33,Used
Honda,Civic,15900.0,2017,45409,4 Cyl,Gray,Unspecified,Automatic,FWD,31,40,Used
Honda,Civic,20900.0,2018,4736,4 Cyl,Silver,Unspecified,Automatic,FWD,31,40,Used
Honda,Accord,17491.0,2017,56395,4 Cyl,Black,Black,Automatic,FWD,26,34,Used
Honda,Pilot,6488.0,2007,147725,6 Cyl,Silver,Gray,Automatic,FWD,16,22,Used
Honda,Accord,25900.0,2018,30235,4 Cyl,Red,Unspecified,Automatic,FWD,23,34,Used
Honda,CR-V,6369.0,2008,164395,4 Cyl,Unspecified,Black,Automatic,4WD,20,26,Used
Honda,Accord,34999.0,2019,7117,4 Cyl,Unspecified,Unspecified,Automatic,FWD,23,34,Used
Honda,Accord,6995.0,2009,140470,4 Cyl,Silver,Black,Automatic,FWD,21,30,Used
Honda,CR-V,8499.0,2007,113063,4 Cyl,Silver,Black,Automatic,4WD,19,26,Used
Honda,Accord,24991.0,2018,6915,4 Cyl,Blue,Black,Automatic,FWD,29,35,Used
Honda,Accord,11900.0,2012,57096,4 Cyl,White,White,Automatic,FWD,22,32,Used
Honda,Pilot,12999.0,2011,133990,6 Cyl,Silver,Gray,Automatic,FWD,17,23,Used
Honda,Pilot,18813.0,2014,105887,6 Cyl,Gray,Black,Automatic,4WD,17,24,Used
Honda,Accord,6598.0,2007,105200,4 Cyl,White,Tan,Automatic,FWD,21,31,Used
Honda,CR-V,6995.0,2009,153829,4 Cyl,White,Gray,Automatic,FWD,20,27,Used
Honda,Pilot,7999.0,2009,141409,6 Cyl,Gray,Gray,Automatic,FWD,17,23,Used
Honda,Pilot,14995.0,2011,118772,6 Cyl,White,Gray,Automatic,4WD,16,22,Used
Honda,Accord,7988.0,2009,95435,4 Cyl,White,Tan,Automatic,FWD,21,30,Used
Honda,Pilot,11995.0,2010,138025,6 Cyl,Gray,Gray,Automatic,4WD,16,22,Used
Honda,Civic,11991.0,2013,60213,4 Cyl,Silver,Unspecified,Automatic,FWD,28,39,Used
Honda,Odyssey,14995.0,2012,75118,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,CR-V,19599.0,2016,43205,4 Cyl,Brown,Unspecified,Automatic,FWD,26,32,Used
Honda,Civic,18791.0,2018,41355,4 Cyl,Silver,Black,Automatic,FWD,31,40,Used
Honda,HR-V,15991.0,2016,57908,4 Cyl,Gray,Black,Automatic,FWD,28,34,Used
Honda,CR-V,15987.0,2014,80820,4 Cyl,Blue,Tan,Automatic,AWD,22,29,Used
Honda,CR-V,17487.0,2015,91427,4 Cyl,White,Black,Automatic,AWD,26,32,Used
Honda,Pilot,16464.0,2011,91127,6 Cyl,Gray,Unspecified,Automatic,4WD,16,22,Used
Honda,Civic,12995.0,2013,50649,4 Cyl,Gray,Gray,Automatic,FWD,28,39,Used
Honda,HR-V,16954.0,2017,32860,4 Cyl,Black,Black,Automatic,FWD,28,34,Used
Honda,Civic,16998.0,2018,30740,4 Cyl,White,White,Automatic,FWD,31,40,Used
Honda,Civic,15955.0,2017,37399,4 Cyl,Gray,Black,Automatic,FWD,31,40,Used
Honda,Accord,12990.0,2017,71996,4 Cyl,White,Tan,Automatic,FWD,26,34,Used
Honda,Passport,4700.0,2001,98956,6 Cyl,White,Gray,Automatic,4WD,15,19,Used
Honda,Civic,3999.0,2007,193936,4 Cyl,White,Gray,Automatic,FWD,25,36,Used
Honda,Civic,11950.0,2015,73938,4 Cyl,Blue,Unspecified,Automatic,FWD,29,37,Used
Honda,Accord,14798.0,2015,25000,4 Cyl,Beige,Tan,Automatic,FWD,26,34,Used
Honda,S2000,19222.0,2007,70087,4 Cyl,Silver,Black,Manual,RWD,18,24,Used
Honda,Accord,19988.0,2017,37215,4 Cyl,White,Unspecified,Automatic,FWD,26,34,Used
Honda,HR-V,16988.0,2016,2147,4 Cyl,Red,Unspecified,Automatic,FWD,28,34,Used
Honda,CR-V,21992.0,2018,33089,4 Cyl,Black,Black,Automatic,AWD,25,31,Used
Honda,Accord,23988.0,2018,22487,4 Cyl,Unspecified,Unspecified,Automatic,FWD,29,35,Used
Honda,Civic,11500.0,2015,75881,4 Cyl,Silver,Black,Automatic,FWD,29,37,Used
Honda,Accord,19727.0,2017,36934,4 Cyl,Black,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,20722.0,2017,34596,4 Cyl,Silver,Unspecified,Automatic,FWD,26,34,Used
Honda,Accord,19977.0,2018,26768,4 Cyl,Silver,Unspecified,Automatic,FWD,29,35,Used
Honda,Accord,5499.0,2007,136295,4 Cyl,Red,Tan,Automatic,FWD,21,31,Used
Honda,CR-V,24996.0,2018,26573,4 Cyl,Red,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,25677.0,2019,7215,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,CR-V,21388.0,2016,41465,4 Cyl,Gray,Black,Automatic,AWD,25,31,Used
Honda,Civic,23298.0,2018,10313,4 Cyl,Blue,Black,Automatic,FWD,30,36,Used
Honda,CR-V,24381.0,2016,52677,4 Cyl,Gray,Gray,Automatic,AWD,25,31,Used
Honda,Accord,5499.0,2007,136295,4 Cyl,Red,Tan,Automatic,FWD,21,31,Used
Honda,CR-V,24996.0,2018,26573,4 Cyl,Red,Gray,Automatic,AWD,25,31,Used
Honda,Civic,16981.0,2016,44205,4 Cyl,Black,Black,Automatic,FWD,30,39,Used
Honda,Civic,25683.0,2018,10105,4 Cyl,Black,Black,Manual,FWD,28,38,Used
Honda,CR-V,6395.0,2006,140764,4 Cyl,Gray,Black,Automatic,4WD,20,25,Used
Honda,Civic,19999.0,2017,33015,4 Cyl,Red,Black,Automatic,FWD,31,40,Used
Honda,Odyssey,10999.0,2010,74290,6 Cyl,Gray,Gray,Automatic,FWD,16,23,Used
Honda,Pilot,36991.0,2017,19060,6 Cyl,Green,Tan,Automatic,AWD,18,26,Used
Honda,Ridgeline,35491.0,2019,20555,6 Cyl,White,Black,Automatic,AWD,18,25,Used
Honda,CR-V,25491.0,2018,10371,4 Cyl,White,Gray,Automatic,FWD,28,34,Used
Honda,Civic,19898.0,2016,19245,4 Cyl,Red,Black,Automatic,FWD,31,41,Used
Honda,Pilot,21500.0,2017,43480,6 Cyl,White,Tan,Automatic,FWD,19,27,Used
Honda,Odyssey,13880.0,2012,93625,6 Cyl,Gray,Gray,Automatic,FWD,18,27,Used
Honda,Accord,5500.0,2004,107625,4 Cyl,Silver,Black,Automatic,FWD,21,31,Used
Honda,Odyssey,12450.0,2012,132300,6 Cyl,Black,Gray,Automatic,FWD,18,27,Used
Honda,Pilot,30941.0,2018,21875,6 Cyl,Gray,Black,Automatic,AWD,18,26,Used
Honda,Accord,6750.0,2007,113372,6 Cyl,Silver,Black,Automatic,FWD,18,26,Used
Honda,Odyssey,15798.0,2013,81000,6 Cyl,Gray,Tan,Automatic,FWD,18,27,Used
Honda,Civic,19995.0,2017,15407,4 Cyl,Black,Gray,Manual,FWD,28,38,Used
Honda,Accord,22981.0,2018,34649,4 Cyl,White,Black,Automatic,FWD,23,34,Used
Honda,Fit,11995.0,2015,59770,4 Cyl,White,Black,Automatic,FWD,32,37,Used
Honda,Element,8598.0,2010,150375,4 Cyl,Silver,Gray,Automatic,FWD,20,25,Used
Honda,Pilot,9950.0,2007,114043,6 Cyl,White,Tan,Automatic,4WD,15,20,Used
Honda,Civic,14595.0,2017,63925,4 Cyl,White,Black,Automatic,FWD,31,40,Used
Honda,Accord,11991.0,2010,45022,6 Cyl,Red,Tan,Automatic,FWD,19,29,Used
Honda,Accord,9788.0,2009,86759,4 Cyl,Green,Black,Automatic,FWD,21,30,Used
Honda,CR-V,12995.0,2014,115664,4 Cyl,White,Unspecified,Automatic,AWD,22,29,Used
Honda,CR-V,19976.0,2015,27613,4 Cyl,Blue,Gray,Automatic,FWD,27,33,Used
Honda,Accord,17776.0,2017,65977,4 Cyl,Red,Black,Automatic,FWD,26,34,Used
Honda,Civic,22476.0,2019,7946,4 Cyl,Unspecified,Unspecified,Automatic,FWD,30,36,Used
Honda,Pilot,21695.0,2016,88695,6 Cyl,Gray,Black,Automatic,FWD,19,27,Used
Honda,Civic,15955.0,2017,42260,4 Cyl,Red,Gray,Automatic,FWD,31,40,Used
Honda,Odyssey,27481.0,2018,10611,6 Cyl,Silver,Black,Automatic,FWD,19,28,Used
Honda,Fit,13929.0,2016,30619,4 Cyl,Blue,Black,Automatic,FWD,32,37,Used
Honda,Pilot,11000.0,2013,171663,6 Cyl,Gray,Gray,Automatic,FWD,18,25,Used
Honda,CR-V,17988.0,2014,40328,4 Cyl,Silver,Gray,Automatic,FWD,23,30,Used
Honda,Accord,4495.0,2003,152428,4 Cyl,Blue,Gray,Automatic,FWD,21,31,Used
Honda,Civic,17288.0,2016,25908,4 Cyl,White,Black,Automatic,FWD,30,40,Used
Honda,Civic,12850.0,2017,68757,4 Cyl,Gray,Tan,Automatic,FWD,31,40,Used
Honda,CR-V,17988.0,2013,43385,4 Cyl,Blue,Unspecified,Automatic,FWD,23,30,Used
Honda,Pilot,16499.0,2011,87227,6 Cyl,Red,Unspecified,Automatic,4WD,16,22,Used
Honda,Ridgeline,8809.0,2007,123466,6 Cyl,Gray,Unspecified,Automatic,4WD,15,20,Used
Honda,Fit,15612.0,2016,32870,4 Cyl,Black,Unspecified,Automatic,FWD,32,37,Used
Honda,Pilot,23918.0,2016,44794,6 Cyl,Gray,Unspecified,Automatic,AWD,18,25,Used
Honda,CR-V,20805.0,2016,42766,4 Cyl,Unspecified,Unspecified,Automatic,FWD,26,32,Used
Honda,HR-V,21899.0,2019,1793,4 Cyl,Silver,Black,Automatic,FWD,28,34,Used
Honda,Fit,13510.0,2016,44784,4 Cyl,Silver,Gray,Automatic,FWD,32,37,Used
Honda,Accord,12882.0,2013,79060,4 Cyl,Gray,Black,Automatic,FWD,26,34,Used
Honda,Pilot,43705.0,2019,10681,6 Cyl,White,Unspecified,Automatic,AWD,18,26,Used
Honda,Ridgeline,33991.0,2019,19116,6 Cyl,White,Black,Automatic,AWD,18,25,Used
Honda,Civic,10500.0,2014,64687,4 Cyl,Black,Gray,Automatic,FWD,29,37,Used
Honda,CR-V,9990.0,2010,107492,4 Cyl,Blue,Gray,Automatic,FWD,21,28,Used
Honda,Civic,16488.0,2016,41488,4 Cyl,Gray,Black,Automatic,FWD,30,40,Used
Honda,Odyssey,16999.0,2014,119000,6 Cyl,Silver,Gray,Automatic,FWD,19,27,Used
Honda,Accord,8757.0,2011,109000,4 Cyl,Silver,Gray,Automatic,FWD,22,33,Used
Honda,Pilot,15997.0,2012,98000,6 Cyl,Brown,Tan,Automatic,4WD,17,24,Used
Honda,CR-V,27288.0,2018,15536,4 Cyl,Beige,White,Automatic,FWD,28,34,Used
